MatchNumber,Innings,Over,BallNumber,PowerPlay,SpinBowler,BattingAverage,BatsmenRuns,BatsmanRuns_cumul,runs_0,runs_1,runs_2,runs_3,runs_4,runs_6,Wicket
13,1,10,1,0,1,29.91666667,1,54,0,1,0,0,0,0,0
13,1,10,2,0,1,27.5625,0,54,0,0,0,0,0,0,1
13,1,10,3,0,1,15,1,55,0,1,0,0,0,0,0
13,1,10,4,0,1,29.91666667,1,56,0,1,0,0,0,0,0
13,1,10,5,0,1,15,0,56,1,0,0,0,0,0,0
13,1,10,6,0,1,15,4,60,0,0,0,0,1,0,0
13,1,11,1,0,1,29.91666667,0,60,1,0,0,0,0,0,0
13,1,11,2,0,1,29.91666667,1,61,0,1,0,0,0,0,0
13,1,11,3,0,1,15,1,62,0,1,0,0,0,0,0
13,1,11,4,0,1,29.91666667,0,62,1,0,0,0,0,0,0
13,1,11,5,0,1,29.91666667,1,63,0,1,0,0,0,0,0
13,1,11,6,0,1,15,0,63,1,0,0,0,0,0,0
13,1,12,1,0,1,29.91666667,2,65,0,0,1,0,0,0,0
13,1,12,2,0,1,29.91666667,0,65,1,0,0,0,0,0,0
13,1,12,3,0,1,29.91666667,1,66,0,1,0,0,0,0,0
13,1,12,4,0,1,15,6,72,0,0,0,0,0,1,0
13,1,12,5,0,1,15,1,73,0,1,0,0,0,0,0
13,1,12,6,0,1,29.91666667,2,75,0,0,1,0,0,0,0
13,1,13,1,0,1,15,3,78,0,0,0,1,0,0,0
13,1,13,2,0,1,29.91666667,1,79,0,1,0,0,0,0,0
13,1,13,3,0,1,15,6,85,0,0,0,0,0,1,0
13,1,13,4,0,1,15,1,86,0,1,0,0,0,0,0
13,1,13,5,0,1,29.91666667,1,87,0,1,0,0,0,0,0
13,1,13,6,0,1,15,2,89,0,0,1,0,0,0,0
13,1,14,1,0,0,29.91666667,0,89,1,0,0,0,0,0,0
13,1,14,2,0,0,29.91666667,0,89,1,0,0,0,0,0,0
13,1,14,3,0,0,29.91666667,1,90,0,1,0,0,0,0,0
13,1,14,4,0,0,15,1,91,0,1,0,0,0,0,0
13,1,14,5,0,0,29.91666667,1,92,0,1,0,0,0,0,0
13,1,14,6,0,0,15,0,92,1,0,0,0,0,0,0
13,1,15,1,0,0,29.91666667,4,96,0,0,0,0,1,0,0
13,1,15,2,0,0,29.91666667,0,96,1,0,0,0,0,0,0
13,1,15,3,0,0,29.91666667,4,100,0,0,0,0,1,0,0
13,1,15,4,0,0,29.91666667,1,101,0,1,0,0,0,0,0
13,1,15,5,0,0,15,0,101,0,0,0,0,0,0,1
13,1,15,6,0,0,29.91666667,2,103,0,0,1,0,0,0,0
13,1,16,1,0,1,8.833333333,0,103,1,0,0,0,0,0,0
13,1,16,2,0,1,8.833333333,1,104,0,1,0,0,0,0,0
13,1,16,3,0,1,29.91666667,1,105,0,1,0,0,0,0,0
13,1,16,4,0,1,8.833333333,4,109,0,0,0,0,1,0,0
13,1,16,5,0,1,29.91666667,4,113,0,0,0,0,1,0,0
13,1,16,6,0,1,29.91666667,2,115,0,0,1,0,0,0,0
13,1,17,1,0,0,8.833333333,2,117,0,0,1,0,0,0,0
13,1,17,2,0,0,8.833333333,0,117,0,0,0,0,0,0,1
13,1,17,3,0,0,29.91666667,0,117,1,0,0,0,0,0,0
13,1,17,4,0,0,29.91666667,1,118,0,1,0,0,0,0,0
13,1,17,5,0,0,1,0,118,1,0,0,0,0,0,0
13,1,17,6,0,0,1,0,118,1,0,0,0,0,0,0
13,1,18,1,0,0,29.91666667,1,119,0,1,0,0,0,0,0
13,1,18,2,0,0,1,0,119,1,0,0,0,0,0,0
13,1,18,3,0,0,29.91666667,1,120,0,1,0,0,0,0,0
13,1,18,4,0,0,1,4,124,0,0,0,0,1,0,0
13,1,18,5,0,0,1,0,124,1,0,0,0,0,0,0
13,1,18,6,0,0,1,1,125,0,1,0,0,0,0,0
13,1,19,1,0,0,1,2,127,0,0,1,0,0,0,0
13,1,19,2,0,0,1,0,127,1,0,0,0,0,0,0
13,1,19,3,0,0,1,1,128,0,1,0,0,0,0,0
13,1,19,4,0,0,29.91666667,1,129,0,1,0,0,0,0,0
13,1,19,5,0,0,1,0,129,1,0,0,0,0,0,0
13,1,19,6,0,0,1,6,135,0,0,0,0,0,1,0
13,1,20,1,0,0,29.91666667,1,136,0,1,0,0,0,0,0
13,1,20,2,0,0,1,2,138,0,0,1,0,0,0,0
13,1,20,3,0,0,1,4,142,0,0,0,0,1,0,0
13,1,20,4,0,0,1,0,142,1,0,0,0,0,0,0
13,1,20,5,0,0,29.91666667,2,144,0,0,1,0,0,0,0
13,1,20,6,0,0,29.91666667,3,147,0,0,0,1,0,0,0
14,1,1,1,1,1,37.78571429,1,1,0,1,0,0,0,0,0
14,1,1,2,1,1,28.38888889,4,5,0,0,0,0,1,0,0
14,1,1,3,1,1,28.38888889,0,5,1,0,0,0,0,0,0
14,1,1,4,1,1,28.38888889,0,5,1,0,0,0,0,0,0
14,1,1,5,1,1,37.78571429,4,9,0,0,0,0,1,0,0
14,1,1,6,1,1,37.78571429,1,10,0,1,0,0,0,0,0
14,1,2,1,1,0,37.78571429,2,12,0,0,1,0,0,0,0
14,1,2,2,1,0,37.78571429,2,14,0,0,1,0,0,0,0
14,1,2,3,1,0,37.78571429,4,18,0,0,0,0,1,0,0
14,1,2,4,1,0,37.78571429,2,20,0,0,1,0,0,0,0
14,1,2,5,1,0,37.78571429,1,21,0,1,0,0,0,0,0
14,1,2,6,1,0,28.38888889,2,23,0,0,1,0,0,0,0
14,1,3,1,1,0,37.78571429,0,23,1,0,0,0,0,0,0
14,1,3,2,1,0,37.78571429,0,23,1,0,0,0,0,0,0
14,1,3,3,1,0,37.78571429,0,23,1,0,0,0,0,0,0
14,1,3,4,1,0,37.78571429,0,23,1,0,0,0,0,0,0
14,1,3,5,1,0,37.78571429,1,24,0,1,0,0,0,0,0
14,1,3,6,1,0,28.38888889,1,25,0,1,0,0,0,0,0
14,1,4,1,1,0,28.38888889,2,27,0,0,1,0,0,0,0
14,1,4,2,1,0,28.38888889,1,28,0,1,0,0,0,0,0
14,1,4,3,1,0,37.78571429,0,28,1,0,0,0,0,0,0
14,1,4,4,1,0,37.78571429,1,29,0,1,0,0,0,0,0
14,1,4,5,1,0,28.38888889,0,29,1,0,0,0,0,0,0
14,1,4,6,1,0,28.38888889,6,35,0,0,0,0,0,1,0
14,1,5,1,1,0,37.78571429,0,35,1,0,0,0,0,0,0
14,1,5,2,1,0,37.78571429,0,35,1,0,0,0,0,0,0
14,1,5,3,1,0,37.78571429,1,36,0,1,0,0,0,0,0
14,1,5,4,1,0,28.38888889,4,40,0,0,0,0,1,0,0
14,1,5,5,1,0,28.38888889,1,41,0,1,0,0,0,0,0
14,1,5,6,1,0,37.78571429,1,42,0,1,0,0,0,0,0
14,1,6,1,1,0,37.78571429,1,43,0,1,0,0,0,0,0
14,1,6,2,1,0,28.38888889,0,43,1,0,0,0,0,0,0
14,1,6,3,1,0,28.38888889,2,45,0,0,1,0,0,0,0
14,1,6,4,1,0,28.38888889,0,45,0,0,0,0,0,0,1
14,1,6,5,1,0,31.76,0,45,1,0,0,0,0,0,0
14,1,6,6,1,0,31.76,0,45,0,0,0,0,0,0,1
14,1,7,1,0,1,37.78571429,1,46,0,1,0,0,0,0,0
14,1,7,2,0,1,11.25,0,46,1,0,0,0,0,0,0
14,1,7,3,0,1,11.25,0,46,1,0,0,0,0,0,0
14,1,7,4,0,1,11.25,1,47,0,1,0,0,0,0,0
14,1,7,5,0,1,37.78571429,0,47,1,0,0,0,0,0,0
14,1,7,6,0,1,37.78571429,1,48,0,1,0,0,0,0,0
14,1,8,1,0,1,37.78571429,2,50,0,0,1,0,0,0,0
14,1,8,2,0,1,37.78571429,0,50,1,0,0,0,0,0,0
14,1,8,3,0,1,37.78571429,0,50,1,0,0,0,0,0,0
14,1,8,4,0,1,37.78571429,2,52,0,0,1,0,0,0,0
14,1,8,5,0,1,37.78571429,4,56,0,0,0,0,1,0,0
14,1,8,6,0,1,37.78571429,1,57,0,1,0,0,0,0,0
14,1,9,1,0,1,37.78571429,1,58,0,1,0,0,0,0,0
14,1,9,2,0,1,11.25,0,58,1,0,0,0,0,0,0
14,1,9,3,0,1,11.25,2,60,0,0,1,0,0,0,0
14,1,9,4,0,1,11.25,1,61,0,1,0,0,0,0,0
14,1,9,5,0,1,37.78571429,1,62,0,1,0,0,0,0,0
14,1,9,6,0,1,11.25,1,63,0,1,0,0,0,0,0
14,1,10,1,0,0,11.25,1,64,0,1,0,0,0,0,0
14,1,10,2,0,0,37.78571429,1,65,0,1,0,0,0,0,0
14,1,10,3,0,0,11.25,1,66,0,1,0,0,0,0,0
14,1,10,4,0,0,37.78571429,1,67,0,1,0,0,0,0,0
14,1,10,5,0,0,11.25,1,68,0,1,0,0,0,0,0
14,1,10,6,0,0,37.78571429,0,68,1,0,0,0,0,0,0
14,1,11,1,0,1,11.25,0,68,1,0,0,0,0,0,0
14,1,11,2,0,1,11.25,0,68,0,0,0,0,0,0,1
14,1,11,3,0,1,20.07692308,1,69,0,1,0,0,0,0,0
14,1,11,4,0,1,37.78571429,1,70,0,1,0,0,0,0,0
14,1,11,5,0,1,20.07692308,0,70,1,0,0,0,0,0,0
14,1,11,6,0,1,20.07692308,1,71,0,1,0,0,0,0,0
14,1,12,1,0,1,20.07692308,0,71,1,0,0,0,0,0,0
14,1,12,2,0,1,20.07692308,1,72,0,1,0,0,0,0,0
14,1,12,3,0,1,37.78571429,1,73,0,1,0,0,0,0,0
14,1,12,4,0,1,20.07692308,4,77,0,0,0,0,1,0,0
14,1,12,5,0,1,20.07692308,1,78,0,1,0,0,0,0,0
14,1,12,6,0,1,37.78571429,1,79,0,1,0,0,0,0,0
14,1,13,1,0,1,37.78571429,2,81,0,0,1,0,0,0,0
14,1,13,2,0,1,37.78571429,1,82,0,1,0,0,0,0,0
14,1,13,3,0,1,20.07692308,2,84,0,0,1,0,0,0,0
14,1,13,4,0,1,20.07692308,1,85,0,1,0,0,0,0,0
14,1,13,5,0,1,37.78571429,0,85,1,0,0,0,0,0,0
14,1,13,6,0,1,37.78571429,4,89,0,0,0,0,1,0,0
14,1,14,1,0,1,20.07692308,1,90,0,1,0,0,0,0,0
14,1,14,2,0,1,37.78571429,1,91,0,1,0,0,0,0,0
14,1,14,3,0,1,20.07692308,1,92,0,1,0,0,0,0,0
14,1,14,4,0,1,37.78571429,1,93,0,1,0,0,0,0,0
14,1,14,5,0,1,20.07692308,1,94,0,1,0,0,0,0,0
14,1,14,6,0,1,37.78571429,0,94,1,0,0,0,0,0,0
14,1,15,1,0,0,20.07692308,0,94,1,0,0,0,0,0,0
14,1,15,2,0,0,20.07692308,0,94,1,0,0,0,0,0,0
14,1,15,3,0,0,20.07692308,0,94,1,0,0,0,0,0,0
14,1,15,4,0,0,20.07692308,1,95,0,1,0,0,0,0,0
14,1,15,5,0,0,37.78571429,1,96,0,1,0,0,0,0,0
14,1,15,6,0,0,20.07692308,4,100,0,0,0,0,1,0,0
14,1,16,1,0,1,37.78571429,0,100,1,0,0,0,0,0,0
14,1,16,2,0,1,37.78571429,2,102,0,0,1,0,0,0,0
14,1,16,3,0,1,37.78571429,0,102,0,0,0,0,0,0,1
14,1,16,4,0,1,7.2,1,103,0,1,0,0,0,0,0
14,1,16,5,0,1,20.07692308,0,103,1,0,0,0,0,0,0
14,1,16,6,0,1,20.07692308,0,103,1,0,0,0,0,0,0
14,1,17,1,0,1,7.2,1,104,0,1,0,0,0,0,0
14,1,17,2,0,1,20.07692308,1,105,0,1,0,0,0,0,0
14,1,17,3,0,1,7.2,1,106,0,1,0,0,0,0,0
14,1,17,4,0,1,20.07692308,0,106,1,0,0,0,0,0,0
14,1,17,5,0,1,7.2,2,108,0,0,1,0,0,0,0
14,1,17,6,0,1,7.2,6,114,0,0,0,0,0,1,0
14,1,18,1,0,0,20.07692308,4,118,0,0,0,0,1,0,0
14,1,18,2,0,0,20.07692308,2,120,0,0,1,0,0,0,0
14,1,18,3,0,0,20.07692308,0,120,0,0,0,0,0,0,1
14,1,18,4,0,0,7.2,1,121,0,1,0,0,0,0,0
14,1,18,5,0,0,7.2,1,122,0,1,0,0,0,0,0
14,1,18,6,0,0,46.75,1,123,0,1,0,0,0,0,0
14,1,19,1,0,0,46.75,4,127,0,0,0,0,1,0,0
14,1,19,2,0,0,46.75,1,128,0,1,0,0,0,0,0
14,1,19,3,0,0,7.2,0,128,1,0,0,0,0,0,0
14,1,19,4,0,0,7.2,1,129,0,1,0,0,0,0,0
14,1,19,5,0,0,46.75,1,130,0,1,0,0,0,0,0
14,1,19,6,0,0,7.2,6,136,0,0,0,0,0,1,0
14,1,20,1,0,0,46.75,1,137,0,1,0,0,0,0,0
14,1,20,2,0,0,7.2,6,143,0,0,0,0,0,1,0
14,1,20,3,0,0,7.2,1,144,0,1,0,0,0,0,0
14,1,20,4,0,0,46.75,1,145,0,1,0,0,0,0,0
14,1,20,5,0,0,46.75,0,145,0,0,0,0,0,0,1
14,1,20,6,0,0,10.11111111,3,148,0,0,0,1,0,0,0
15,1,1,1,1,0,27.5,1,1,0,1,0,0,0,0,0
15,1,1,2,1,0,27.5,2,3,0,0,1,0,0,0,0
15,1,1,3,1,0,27.5,4,7,0,0,0,0,1,0,0
15,1,1,4,1,0,27.5,1,8,0,1,0,0,0,0,0
15,1,1,5,1,0,22.08,1,9,0,1,0,0,0,0,0
15,1,1,6,1,0,27.5,0,9,1,0,0,0,0,0,0
15,1,2,1,1,0,27.5,4,13,0,0,0,0,1,0,0
15,1,2,2,1,0,27.5,0,13,1,0,0,0,0,0,0
15,1,2,3,1,0,27.5,0,13,1,0,0,0,0,0,0
15,1,2,4,1,0,22.08,2,15,0,0,1,0,0,0,0
15,1,2,5,1,0,22.08,4,19,0,0,0,0,1,0,0
15,1,2,6,1,0,22.08,3,22,0,0,0,1,0,0,0
15,1,3,1,1,0,22.08,4,26,0,0,0,0,1,0,0
15,1,3,2,1,0,22.08,4,30,0,0,0,0,1,0,0
15,1,3,3,1,0,22.08,0,30,1,0,0,0,0,0,0
15,1,3,4,1,0,22.08,0,30,1,0,0,0,0,0,0
15,1,3,5,1,0,22.08,4,34,0,0,0,0,1,0,0
15,1,3,6,1,0,22.08,4,38,0,0,0,0,1,0,0
15,1,4,1,1,0,27.5,0,38,1,0,0,0,0,0,0
15,1,4,2,1,0,27.5,4,42,0,0,0,0,1,0,0
15,1,4,3,1,0,27.5,0,42,0,0,0,0,0,0,1
15,1,4,4,1,0,22.08,0,42,1,0,0,0,0,0,0
15,1,4,5,1,0,22.08,0,42,1,0,0,0,0,0,0
15,1,4,6,1,0,22.08,4,46,0,0,0,0,1,0,0
15,1,5,1,1,1,38.375,1,47,0,1,0,0,0,0,0
15,1,5,2,1,1,22.08,1,48,0,1,0,0,0,0,0
15,1,5,3,1,1,38.375,4,52,0,0,0,0,1,0,0
15,1,5,4,1,1,38.375,0,52,1,0,0,0,0,0,0
15,1,5,5,1,1,38.375,1,53,0,1,0,0,0,0,0
15,1,5,6,1,1,22.08,0,53,1,0,0,0,0,0,0
15,1,6,1,1,0,38.375,3,56,0,0,0,1,0,0,0
15,1,6,2,1,0,22.08,0,56,1,0,0,0,0,0,0
15,1,6,3,1,0,22.08,0,56,1,0,0,0,0,0,0
15,1,6,4,1,0,22.08,0,56,1,0,0,0,0,0,0
15,1,6,5,1,0,22.08,0,56,1,0,0,0,0,0,0
15,1,6,6,1,0,22.08,1,57,0,1,0,0,0,0,0
15,1,7,1,0,1,22.08,1,58,0,1,0,0,0,0,0
15,1,7,2,0,1,38.375,1,59,0,1,0,0,0,0,0
15,1,7,3,0,1,22.08,1,60,0,1,0,0,0,0,0
15,1,7,4,0,1,38.375,1,61,0,1,0,0,0,0,0
15,1,7,5,0,1,22.08,0,61,1,0,0,0,0,0,0
15,1,7,6,0,1,22.08,0,61,0,0,0,0,0,0,1
15,1,8,1,0,0,38.375,1,62,0,1,0,0,0,0,0
15,1,8,2,0,0,30.40740741,0,62,1,0,0,0,0,0,0
15,1,8,3,0,0,30.40740741,0,62,1,0,0,0,0,0,0
15,1,8,4,0,0,30.40740741,0,62,1,0,0,0,0,0,0
15,1,8,5,0,0,30.40740741,1,63,0,1,0,0,0,0,0
15,1,8,6,0,0,38.375,0,63,1,0,0,0,0,0,0
15,1,9,1,0,1,30.40740741,1,64,0,1,0,0,0,0,0
15,1,9,2,0,1,38.375,1,65,0,1,0,0,0,0,0
15,1,9,3,0,1,30.40740741,0,65,1,0,0,0,0,0,0
15,1,9,4,0,1,30.40740741,1,66,0,1,0,0,0,0,0
15,1,9,5,0,1,38.375,1,67,0,1,0,0,0,0,0
15,1,9,6,0,1,30.40740741,0,67,1,0,0,0,0,0,0
15,1,10,1,0,1,38.375,2,69,0,0,1,0,0,0,0
15,1,10,2,0,1,38.375,0,69,0,0,0,0,0,0,1
15,1,10,3,0,1,19.53333333,1,70,0,1,0,0,0,0,0
15,1,10,4,0,1,30.40740741,1,71,0,1,0,0,0,0,0
15,1,10,5,0,1,19.53333333,0,71,1,0,0,0,0,0,0
15,1,10,6,0,1,19.53333333,1,72,0,1,0,0,0,0,0
15,1,11,1,0,1,19.53333333,1,73,0,1,0,0,0,0,0
15,1,11,2,0,1,30.40740741,0,73,0,0,0,0,0,0,1
15,1,11,3,0,1,45.6,0,73,1,0,0,0,0,0,0
15,1,11,4,0,1,45.6,1,74,0,1,0,0,0,0,0
15,1,11,5,0,1,19.53333333,1,75,0,1,0,0,0,0,0
15,1,11,6,0,1,45.6,1,76,0,1,0,0,0,0,0
15,1,12,1,0,1,45.6,0,76,1,0,0,0,0,0,0
15,1,12,2,0,1,45.6,0,76,1,0,0,0,0,0,0
15,1,12,3,0,1,45.6,2,78,0,0,1,0,0,0,0
15,1,12,4,0,1,45.6,0,78,1,0,0,0,0,0,0
15,1,12,5,0,1,45.6,1,79,0,1,0,0,0,0,0
15,1,12,6,0,1,19.53333333,1,80,0,1,0,0,0,0,0
15,1,13,1,0,1,19.53333333,0,80,1,0,0,0,0,0,0
15,1,13,2,0,1,19.53333333,1,81,0,1,0,0,0,0,0
15,1,13,3,0,1,45.6,3,84,0,0,0,1,0,0,0
15,1,13,4,0,1,19.53333333,0,84,1,0,0,0,0,0,0
15,1,13,5,0,1,19.53333333,1,85,0,1,0,0,0,0,0
15,1,13,6,0,1,45.6,0,85,1,0,0,0,0,0,0
15,1,14,1,0,1,19.53333333,0,85,1,0,0,0,0,0,0
15,1,14,2,0,1,19.53333333,1,86,0,1,0,0,0,0,0
15,1,14,3,0,1,45.6,1,87,0,1,0,0,0,0,0
15,1,14,4,0,1,19.53333333,0,87,0,0,0,0,0,0,1
15,1,14,5,0,1,11.5,0,87,1,0,0,0,0,0,0
15,1,14,6,0,1,11.5,1,88,0,1,0,0,0,0,0
15,1,15,1,0,0,11.5,0,88,1,0,0,0,0,0,0
15,1,15,2,0,0,11.5,0,88,1,0,0,0,0,0,0
15,1,15,3,0,0,11.5,4,92,0,0,0,0,1,0,0
15,1,15,4,0,0,11.5,0,92,1,0,0,0,0,0,0
15,1,15,5,0,0,11.5,2,94,0,0,1,0,0,0,0
15,1,15,6,0,0,11.5,1,95,0,1,0,0,0,0,0
15,1,15,1,0,0,11.5,0,95,0,0,0,0,0,0,1
15,1,16,2,0,0,45.6,1,96,0,1,0,0,0,0,0
15,1,16,3,0,0,43,1,97,0,1,0,0,0,0,0
15,1,16,4,0,0,45.6,1,98,0,1,0,0,0,0,0
15,1,16,5,0,0,43,0,98,1,0,0,0,0,0,0
15,1,16,6,0,0,43,1,99,0,1,0,0,0,0,0
15,1,17,1,0,0,43,0,99,1,0,0,0,0,0,0
15,1,17,2,0,0,43,0,99,1,0,0,0,0,0,0
15,1,17,3,0,0,43,1,100,0,1,0,0,0,0,0
15,1,17,4,0,0,45.6,0,100,1,0,0,0,0,0,0
15,1,17,5,0,0,45.6,1,101,0,1,0,0,0,0,0
15,1,17,6,0,0,43,1,102,0,1,0,0,0,0,0
15,1,17,1,0,0,43,0,102,0,0,0,0,0,0,1
15,1,18,2,0,0,10,0,102,1,0,0,0,0,0,0
15,1,18,3,0,0,10,4,106,0,0,0,0,1,0,0
15,1,18,4,0,0,10,0,106,1,0,0,0,0,0,0
15,1,18,5,0,0,10,0,106,1,0,0,0,0,0,0
15,1,18,6,0,0,10,2,108,0,0,1,0,0,0,0
15,1,19,1,0,0,45.6,4,112,0,0,0,0,1,0,0
15,1,19,2,0,0,45.6,1,113,0,1,0,0,0,0,0
15,1,19,3,0,0,10,1,114,0,1,0,0,0,0,0
15,1,19,4,0,0,45.6,2,116,0,0,1,0,0,0,0
15,1,19,5,0,0,45.6,4,120,0,0,0,0,1,0,0
15,1,19,6,0,0,45.6,0,120,1,0,0,0,0,0,0
15,1,20,1,0,0,10,1,121,0,1,0,0,0,0,0
15,1,20,2,0,0,45.6,0,121,1,0,0,0,0,0,0
15,1,20,3,0,0,45.6,0,121,1,0,0,0,0,0,0
15,1,20,4,0,0,45.6,1,122,0,1,0,0,0,0,0
15,1,20,5,0,0,10,1,123,0,1,0,0,0,0,0
15,1,20,6,0,0,45.6,4,127,0,0,0,0,1,0,0
